internship_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Skills,Eligibility,Perks,Description
2025WSHP0111,2025-09-27 22:39:01,Hospitality,Bonjour Stays,Bandra,Immediately,"₹ 12,000 - 20,000 /month",3 Months,22 Oct' 25,"Effective Communication, English Proficiency (Spoken), Management, MS-Excel",Postgraduate & Undergraduate,Flexible,"This Hospitality internship is focused on software and technology, with work aligned to Effective Communication, English Proficiency (Spoken), Management, and MS-Excel. The role is based in Bandra and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0524,2025-09-27 20:20:42,FinTech & Data Analytics,Nebulytix Technologies,Chennai,Immediately,"₹ 10,000 - 15,000 /month",3 Months,24 Oct' 25,".NET, Artificial intelligence, Digital Advertising, Java, Python, Web development",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This FinTech & Data Analytics internship is focused on data and analytics, with work aligned to .NET, Artificial intelligence, Digital Advertising, Java, Python, and Web development. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0653,2025-09-27 20:43:07,AWS DevOps Engineer,4x4 Advisory Services Private Limited,Bangalore,Immediately,"₹ 15,000 - 15,001 /month",6 Months,6 Oct' 25,"Amazon Web Services (AWS), Ansible, Git, Linux, Terraform",Postgraduate & Undergraduate,Not Available,"This AWS DevOps Engineer internship is focused on professional work in the listed internship domain, with work aligned to Amazon Web Services (AWS), Ansible, Git, Linux, and Terraform. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP2101,2025-09-27 22:12:30,Backend Developer,Primetrade.ai,Pune,Immediately,"₹ 20,000 /month",6 Months,23 Oct' 25,"Backend development, Frontend development, Python",Undergraduate,Certificate,"This Backend Developer internship is focused on software and technology, with work aligned to Backend development, Frontend development, and Python. The role is based in Pune and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0737,2025-09-27 20:36:31,Fashion Merchandising,Twisted Tiara LLP,Bangalore,Immediately,"₹ 8,000 - 12,000 /month",4 Months,9 Oct' 25,"Fashion Styling, Inventory Management, Merchandising, MS-Office",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Fashion Merchandising internship is focused on design and creative work, with work aligned to Fashion Styling, Inventory Management, Merchandising, and MS-Office. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months."
2025WSHP1134,2025-09-27 20:41:35,Sales & Marketing,Ankit Mishra,Bangalore,Immediately,"₹ 10,000 - 15,000 /month",2 Months,2 Oct' 25,"Lead Generation, Sales, Sales Management",Postgraduate & Undergraduate,Mentorship,"This Sales & Marketing internship is focused on marketing and growth, with work aligned to Lead Generation, Sales, and Sales Management. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0352,2025-09-21 15:37:09,QA Testing,NDFM Business World Pvt. Ltd.,Work from home,Immediately,"₹ 1,000 - 2,000 /month",1 week ago,8 Oct' 25,"Analytical Thinking, Business Analysis, Problem Solving, Quality Assurance/Quality Control (QA/QC), Test Automation",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This QA Testing internship is focused on professional work in the listed internship domain, with work aligned to Analytical Thinking, Business Analysis, Problem Solving, Quality Assurance/Quality Control (QA/QC), and Test Automation. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 1 week ago."
2025WSHP2437,2025-09-27 20:47:25,Store Associate,Swiggy Instamart,Faridabad,Not Available,"₹ 2,000 lump sum",1 Week,8 Nov' 25,Effective Communication,Postgraduate & Undergraduate,Not Available,"This Store Associate internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication. The role is based in Faridabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Not Available and run for 1 Week."
2025WSHP0418,2025-09-28 10:09:15,Video Creator,Digital Trunk Private Limited,Chennai,Immediately,"₹ 2,001 - 25,000 /month",6 Months,7 Oct' 25,"Video Editing, Video Making",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Video Creator internship is focused on design and creative work, with work aligned to Video Editing and Video Making. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP2307,2025-09-28 10:04:13,College Community Lead,Connect Karo,Remote,Not Available,"₹ 5,000 - 20,000 /month",2 Months,17 Oct' 25,"Collaboration, Coordination, Copywriting, Creativity, Effective Communication, Event Management, Influencer Marketing, Leadership",Undergraduate,"Certificate, Letter Of Recommendation","This College Community Lead internship is focused on software and technology, with work aligned to Collaboration, Coordination, Copywriting, Creativity, Effective Communication, and Event Management. The role is based in Remote and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Not Available and run for 2 Months."
2025WSHP2297,2025-09-27 21:37:55,Fashion Styling,Ramp Asia,Delhi,Immediately,"₹ 8,000 - 15,000 /month",3 Months,11 Oct' 25,Fashion Styling,Postgraduate,"Certificate, Letter Of Recommendation","This Fashion Styling internship is focused on design and creative work, with work aligned to Fashion Styling. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0465,2025-09-27 20:41:04,Content Creation,Joveo,Bangalore,Immediately,"₹ 25,000 /month",3 Months,3 Oct' 25,"AI Image Generation, AI Video Generation, Collaboration, Content Management, Creativity, Effective Communication, Video Editing, Video Making",Postgraduate & Undergraduate,"Certificate, 5 Days A Week","This Content Creation internship is focused on marketing and growth, with work aligned to AI Image Generation, AI Video Generation, Collaboration, Content Management, Creativity, and Effective Communication. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0414,2025-09-27 21:31:37,ESG Platform Coordinator,SuperHuman Race Private Limited,Chennai,Immediately,"₹ 9,000 - 15,000 /month",6 Months,15 Oct' 25,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Problem Solving, Training and Development",Undergraduate,"Flexible, 5 Days A Week","This ESG Platform Coordinator internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Problem Solving, and Training and Development. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP3928,2025-09-27 21:06:39,Legal Research,Janus Law Associates,Delhi,Immediately,"₹ 2,500 /month",3 Months,24 Oct' 25,"Artificial intelligence, Computer skills, English Proficiency (Spoken), English Proficiency (Written), MS-Word",Undergraduate,"Certificate, Flexible","This Legal Research internship is focused on research and analytical work, with work aligned to Artificial intelligence, Computer skills, English Proficiency (Spoken), English Proficiency (Written), and MS-Word. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1805,2025-09-27 22:50:51,Manual Testing,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,5 Nov' 25,"Black Box Testing, Bug Tracking, Java, Test Case Design",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Manual Testing internship is focused on professional work in the listed internship domain, with work aligned to Black Box Testing, Bug Tracking, Java, and Test Case Design. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0212,2025-09-21 15:51:53,E-Commerce Catalog Management,Adivasi Yuva Seva Sangh,Work from home,Immediately,Unpaid,1 Month,3 Oct' 25,"Content Editing, Content Marketing, Content Writing, E-commerce, Search Engine Optimization (SEO)",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This E-Commerce Catalog Management internship is focused on professional work in the listed internship domain, with work aligned to Content Editing, Content Marketing, Content Writing, E-commerce, and Search Engine Optimization (SEO). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP1565,2025-09-27 23:16:12,Mobile App Testing,Tisteps Private Limited,Chennai,Immediately,"₹ 20,000 - 35,000 /month",6 Months,5 Nov' 25,"Appium, Bug Tracking, Bugzilla, Jira, Software Development Life Cycle (SDLC)",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Mobile App Testing internship is focused on professional work in the listed internship domain, with work aligned to Appium, Bug Tracking, Bugzilla, Jira, and Software Development Life Cycle (SDLC). The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1471,2025-09-27 20:35:26,Site Engineering - Interior Design,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,31 Oct' 25,"Construction Management, Interior design, Quality Assurance/Quality Control (QA/QC), Software Testing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Site Engineering - Interior Design internship is focused on software and technology, with work aligned to Construction Management, Interior design, Quality Assurance/Quality Control (QA/QC), and Software Testing. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0168,2025-09-27 20:15:09,Store Fashion Consultant,Tomorrowland Apparels Private Limited,Hyderabad,Immediately,"₹ 9,000 - 10,000 /month",3 Months,24 Oct' 25,Fashion Styling,Undergraduate,Not Available,"This Store Fashion Consultant internship is focused on design and creative work, with work aligned to Fashion Styling. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0585,2025-09-28 10:11:53,Associate - Client Service,McKinsey & Company,Kolkata,Not Available,Not Available,2 Months,27 Oct' 25,"Data Analysis, Decision making, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-PowerPoint, Time Management",Undergraduate,Mentorship,"This Associate - Client Service internship is focused on customer-facing and support work, with work aligned to Data Analysis, Decision making, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), and MS-Excel. The role is based in Kolkata and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Not Available and run for 2 Months."
2025WSHP2669,2025-09-27 20:43:34,Online Marketing,JVRD Ventures,Bangalore,Immediately,"₹ 12,000 - 20,000 /month",2 Months,Not Available,"Content Writing, Effective Communication",Postgraduate,Certificate,"This Online Marketing internship is focused on marketing and growth, with work aligned to Content Writing and Effective Communication. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0221,2025-09-27 20:33:38,Manufacturing Engineering,Tisteps Private Limited,Chennai,Immediately,"₹ 30,000 - 40,000 /month",6 Months,1 Nov' 25,AutoCAD,Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Manufacturing Engineering internship is focused on professional work in the listed internship domain, with work aligned to AutoCAD. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP4631,2025-09-27 20:46:44,Digital Marketing Manager (Female),XENZIA,Ahmedabad,Immediately,"₹ 21,000 - 25,000 /month",3 Months,6 Oct' 25,"Creative Thinking, Effective Communication, Interpersonal skills",Undergraduate,"Certificate, Letter Of Recommendation","This Digital Marketing Manager (Female) internship is focused on software and technology, with work aligned to Creative Thinking, Effective Communication, and Interpersonal skills. The role is based in Ahmedabad and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0283,2025-09-27 22:08:12,Social Work Coordinator,Abadha Foundation,Delhi,Immediately,"₹ 5,000 /month",3 Months,12 Oct' 25,"Community Management, Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Image Editing, Interpersonal skills, Photography, Social Media Marketing",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Social Work Coordinator internship is focused on professional work in the listed internship domain, with work aligned to Community Management, Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Image Editing, and Interpersonal skills. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1098,2025-09-27 20:41:06,Business Operations,Joveo,Bangalore,Immediately,"₹ 25,000 /month",3 Months,3 Oct' 25,"Effective Communication, Google Sheets, Interpersonal skills, MS-Excel, Problem Solving, Research and Analytics",Postgraduate & Undergraduate,"Certificate, 5 Days A Week","This Business Operations internship is focused on operations and supply chain, with work aligned to Effective Communication, Google Sheets, Interpersonal skills, MS-Excel, Problem Solving, and Research and Analytics. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0180,2025-09-21 15:39:47,Sales Associate,Rigion IT Solutions,Work from home,Immediately,"₹ 5,000 - 25,000 /month",3 Months,7 Oct' 25,"Effective Communication, Lead Generation, Management, Presentation skills, Sales, Sales Strategy",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Sales Associate internship is focused on sales and business development, with work aligned to Effective Communication, Lead Generation, Management, Presentation skills, Sales, and Sales Strategy. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP1465,2025-09-27 21:09:17,Acting,Rohit Sharma,Delhi,Immediately,"₹ 4,000 - 5,000 /month",1 Month,23 Oct' 25,Acting Audition,Postgraduate & Undergraduate,Flexible,"This Acting internship is focused on professional work in the listed internship domain, with work aligned to Acting Audition. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP1478,2025-09-27 20:32:02,HR Trainee,Avils Infra Private Limited,Bangalore,Immediately,"₹ 10,000 - 15,000 /month",6 Months,15 Oct' 25,"Attention to Detail, Collaboration, Effective Communication, Event Management, Interview Coordination, Recruitment",Undergraduate,"Certificate, Letter Of Recommendation","This HR Trainee internship is focused on human resources and recruitment, with work aligned to Attention to Detail, Collaboration, Effective Communication, Event Management, Interview Coordination, and Recruitment. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP0083,2025-09-27 21:26:52,Interior Designer,Chaabee,Ahmedabad,Immediately,"₹ 15,000 - 25,000 /month",6 Months,16 Oct' 25,"AutoCAD, Autodesk Revit, Google SketchUp, Lumion",Postgraduate,"Certificate, Letter Of Recommendation","This Interior Designer internship is focused on design and creative work, with work aligned to AutoCAD, Autodesk Revit, Google SketchUp, and Lumion. The role is based in Ahmedabad and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1474,2025-09-27 21:45:03,SAP Finance,Trijotech Software Consulting Private Limited,Noida,Immediately,"₹ 10,000 - 15,000 /month",6 Months,8 Oct' 25,"Enterprise Resource Planning(ERP), Finance, MS-Excel, SAP",Undergraduate,5 Days A Week,"This SAP Finance internship is focused on finance and accounting, with work aligned to Enterprise Resource Planning(ERP), Finance, MS-Excel, and SAP. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP1653,2025-09-27 20:42:02,Furniture Designer,Ayawi Designs LLP,Bangalore,Immediately,"₹ 5,000 - 15,000 /month",3 Months,2 Oct' 25,"AutoCAD, Effective Communication, Google SketchUp, MS-Office, Multitasking, Time Management",Undergraduate,Not Available,"This Furniture Designer internship is focused on software and technology, with work aligned to AutoCAD, Effective Communication, Google SketchUp, MS-Office, Multitasking, and Time Management. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0955,2025-09-27 20:13:31,Growth Marketing,RiseUpp Edutech Private Limited,Bangalore,Immediately,"₹ 12,000 /month",2 Months,22 Oct' 25,"Digital Marketing, Marketing",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Growth Marketing internship is focused on marketing and growth, with work aligned to Digital Marketing and Marketing. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP1911,2025-09-21 14:48:20,Sales Consultant,Aadi Foundation,Work from home,Immediately,"₹ 2,000 - 10,000 /month",6 Months,20 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Sales",Undergraduate,"Certificate, Letter Of Recommendation, Mentorship, 5 Days A Week","This Sales Consultant internship is focused on sales and business development, with work aligned to English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and Sales. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP4889,2025-09-27 22:07:17,Sales And Marketing Associate,PracVerse Private Limited,Delhi,Immediately,"₹ 3,200 - 24,000 /month",1 Month,11 Oct' 25,"Effective Communication, English Proficiency (Spoken), Interpersonal skills, Negotiation, Report Writing, Sales, Time Management",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Sales And Marketing Associate internship is focused on marketing and growth, with work aligned to Effective Communication, English Proficiency (Spoken), Interpersonal skills, Negotiation, Report Writing, and Sales. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP0253,2025-09-27 22:08:25,Nesternship – Nestlé Internship Program 2024,Nestle,Chennai,Not Available,"₹ 10,000 /month",2 Months,25 Dec' 25,"Business Analysis, Effective Communication, Logistics Management, Problem Solving, Strategy",Postgraduate,Certificate,"This Nesternship – Nestlé Internship Program 2024 internship is focused on professional work in the listed internship domain, with work aligned to Business Analysis, Effective Communication, Logistics Management, Problem Solving, and Strategy. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Not Available and run for 2 Months."
2025WSHP0622,2025-09-27 22:54:27,Growth,ReelSaga,Mumbai,Immediately,"₹ 35,000 - 50,000 /month",6 Months,10 Oct' 25,"Generative AI Tools, Marketing Campaigns, Operations, Process Management, Report Generation",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Growth internship is focused on professional work in the listed internship domain, with work aligned to Generative AI Tools, Marketing Campaigns, Operations, Process Management, and Report Generation. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP3850,2025-09-27 20:37:14,Management Trainee,Scott International,Bangalore,Immediately,"₹ 8,001 /month",3 Months,8 Oct' 25,"Effective Communication, Interpersonal skills",Postgraduate & Undergraduate,Certificate,"This Management Trainee internship is focused on professional work in the listed internship domain, with work aligned to Effective Communication and Interpersonal skills. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP3422,2025-09-28 10:01:09,Service Engineer,Srishty Medical Pvt Ltd,Coimbatore,Immediately,"₹ 8,000 - 12,000 /month",6 Months,5 Oct' 25,Analytical Thinking,Undergraduate,Certificate,"This Service Engineer internship is focused on customer-facing and support work, with work aligned to Analytical Thinking. The role is based in Coimbatore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP3665,2025-09-21 16:16:06,Relationship Manager,Explified,Work from home,Immediately,"₹ 5,000 /month",6 Months,Not Available,"Canva, Client Relationship, Client Relationship Management (CRM), Figma, Management, Market Analysis, Market research, Research and Analytics",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Relationship Manager internship is focused on professional work in the listed internship domain, with work aligned to Canva, Client Relationship, Client Relationship Management (CRM), Figma, Management, and Market Analysis. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months."
2025WSHP2652,2025-09-21 15:09:19,Business Development Associate,Resourcio Private Limited,Work from home,Immediately,"₹ 5,000 - 7,000 /month",3 Months,16 Oct' 25,"Business Development, Client Interaction, Client Relationship, Client Relationship Management (CRM), Effective Communication, Negotiation, Networking, Sales",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Business Development Associate internship is focused on sales and business development, with work aligned to Business Development, Client Interaction, Client Relationship, Client Relationship Management (CRM), Effective Communication, and Negotiation. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP2709,2025-09-27 20:59:05,Social Media Content Creator,Paisawapas,Delhi,Immediately,"₹ 12,000 /month",3 Months,26 Oct' 25,"English Proficiency (Spoken), Hindi Proficiency (Spoken)",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Social Media Content Creator internship is focused on marketing and growth, with work aligned to English Proficiency (Spoken) and Hindi Proficiency (Spoken). The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months."
2025WSHP0389,2025-09-27 20:15:15,Promoter,WeMakeScholars,Mangalore,Immediately,"₹ 6,000 - 14,000 /month",2 Months,25 Oct' 25,"Digital Marketing, Effective Communication, Networking",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Promoter internship is focused on professional work in the listed internship domain, with work aligned to Digital Marketing, Effective Communication, and Networking. The role is based in Mangalore and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months."
2025WSHP0750,2025-09-21 15:06:53,Crowdfunding,NayePankh Foundation,Work from home,Immediately,"₹ 1,500 - 10,000 lump sum",1 Month,17 Oct' 25,English Proficiency (Written),Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Crowdfunding internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Written). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 1 Month."
2025WSHP2051,2025-09-21 15:45:29,Telesales,LJ Webtech,Work from home,Immediately,"₹ 5,000 - 6,000 /month",3 Months,4 Oct' 25,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken)",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Telesales internship is focused on sales and business development, with work aligned to English Proficiency (Spoken), English Proficiency (Written), and Hindi Proficiency (Spoken). The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months."
