internship_id,posted_at,role,company,location,stipend,duration,deadline,skills,eligibility,perks,description,deadline_is_demo,domain,work_mode,internship_type,stipend_min,stipend_max,stipend_avg,duration_months,skills_list,start_type,start_date_raw
2026INT0167,2026-08-28 21:00:00,Data Engineering,Axiom Technologies,Delhi,"₹ 12,000 /month",6 Months,2025-10-12,"Airflow, Python, SQL, Apache Spark, Kafka",Postgraduate,"Certificate, Letter Of Recommendation","This Data Engineering internship provides practical experience using Airflow, Python, SQL, Apache Spark, Kafka.",True,Data Science,Hybrid,Technical,12000.0,12000.0,12000.0,6.0,"['airflow', 'python', 'sql', 'apache spark', 'kafka']",Immediately,Immediately
2026INT0168,2026-08-01 00:00:00,DevOps,AppVerse,Remote,"₹ 5,000 /month",2 Months,2025-10-07,"CI/CD, Linux, Docker, Kubernetes, Jenkins",Undergraduate,"Certificate, Letter Of Recommendation","This DevOps internship provides practical experience using CI/CD, Linux, Docker, Kubernetes, Jenkins.",True,Cloud Computing,Remote,Technical,5000.0,5000.0,5000.0,2.0,"['ci/cd', 'linux', 'docker', 'kubernetes', 'jenkins']",Within 30 days,Within 30 days
2026INT0169,2026-08-02 03:00:00,Cloud Computing,ByteWorks,Bengaluru,"₹ 8,000 /month",3 Months,2025-12-22,"Terraform, AWS, Azure, Docker, Kubernetes",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Cloud Computing internship provides practical experience using Terraform, AWS, Azure, Docker, Kubernetes.",True,Cloud Computing,On-site,Technical,8000.0,8000.0,8000.0,3.0,"['terraform', 'aws', 'azure', 'docker', 'kubernetes']",Immediately,Immediately
2026INT0170,2026-08-03 06:00:00,Cybersecurity,CoreTech Systems,Noida,"₹ 10,000 /month",4 Months,2025-10-30,"Wireshark, Python, Linux, Networking, Nmap",Postgraduate,"Certificate, Letter Of Recommendation","This Cybersecurity internship provides practical experience using Wireshark, Python, Linux, Networking, Nmap.",True,Cyber Security,Hybrid,Technical,10000.0,10000.0,10000.0,4.0,"['wireshark', 'python', 'linux', 'networking', 'nmap']",Immediately,Immediately
2025WSHP0057,2025-09-27 21:43:34,Business Development (Sales),Cars24 Services Private Limited,Gurgaon,"₹ 14,500 - 23,000 /month",6 Months,2025-10-15,"B2B Sales, Field Sales, Lead Generation",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Business Development (Sales) internship is focused on sales and business development, with work aligned to B2B Sales, Field Sales, and Lead Generation. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical,14500.0,23000.0,18750.0,6.0,"['b2b sales', 'field sales', 'lead generation']",Immediately,Immediately
2025WSHP0004,2025-09-27 20:18:58,Digital Marketing,Brand Scale-Up Inc,Bengaluru,"₹ 15,000 - 20,000 /month",6 Months,2025-10-26,"English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Mathematics, MS-Excel, Statistical Modeling, Statistics",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Digital Marketing internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Google Sheets, Mathematics, MS-Excel, and Statistical Modeling. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical,15000.0,20000.0,17500.0,6.0,"['english proficiency (spoken)', 'english proficiency (written)', 'google sheets', 'mathematics', 'ms-excel', 'statistical modeling', 'statistics']",Immediately,Immediately
2025WSHP0009,2025-09-27 21:36:21,Human Resources (HR),Kenovate Solutions,Delhi,"₹ 5,000 - 5,001 /month",3 Months,2025-10-12,"English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel, MS-Office, Recruitment, Resume screening",Postgraduate,Certificate,"This Human Resources (HR) internship is focused on human resources and recruitment, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel, MS-Office, and Recruitment. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical,5000.0,5001.0,5000.5,3.0,"['english proficiency (spoken)', 'english proficiency (written)', 'human resources', 'ms-excel', 'ms-office', 'recruitment', 'resume screening']",Immediately,Immediately
2025WSHP0110,2025-09-27 20:27:43,Content and Social Media Marketing,Serene Homes,Bengaluru,"₹ 10,000 - 1,10,000 /month",3 Months,2025-10-16,"Content Marketing, Digital Marketing, Sales, Social Media Marketing",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Content and Social Media Marketing internship is focused on marketing and growth, with work aligned to Content Marketing, Digital Marketing, Sales, and Social Media Marketing. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical,10000.0,110000.0,60000.0,3.0,"['content marketing', 'digital marketing', 'sales', 'social media marketing']",Immediately,Immediately
2025WSHP0034,2025-09-27 22:23:26,Social Media Marketing,Echo Booom,Mumbai,"₹ 2,000 - 15,000 /month",6 Months,2025-10-25,"Content Management, Digital Marketing, Search Engine Optimization (SEO), Social Media Marketing",Undergraduate,"Certificate, Letter Of Recommendation, Mentorship","This Social Media Marketing internship is focused on marketing and growth, with work aligned to Content Management, Digital Marketing, Search Engine Optimization (SEO), and Social Media Marketing. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical,2000.0,15000.0,8500.0,6.0,"['content management', 'digital marketing', 'search engine optimization (seo)', 'social media marketing']",Immediately,Immediately
2025WSHP0003,2025-09-27 21:29:43,Video Editing/Making,Truevisory Realty Private Limited,Noida,"₹ 6,000 - 8,000 /month",3 Months,2025-10-15,"Social Media Marketing, Video Editing, Video Making",Postgraduate,"Certificate, Flexible","This Video Editing/Making internship is focused on software and technology, with work aligned to Social Media Marketing, Video Editing, and Video Making. The role is based in Noida and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical,6000.0,8000.0,7000.0,3.0,"['social media marketing', 'video editing', 'video making']",Immediately,Immediately
2025WSHP0001,2025-09-27 20:41:17,Marketing,Arbhu Enterprises Private Limited,Bengaluru,"₹ 15,000 - 25,000 /month",3 Months,2025-10-02,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Social Media Marketing",Postgraduate & Undergraduate,,"This Marketing internship is focused on marketing and growth, with work aligned to Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, and Social Media Marketing. The role is based in Bangalore and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical,15000.0,25000.0,20000.0,3.0,"['digital marketing', 'english proficiency (spoken)', 'english proficiency (written)', 'ms-office', 'social media marketing']",Immediately,Immediately
2025WSHP0146,2025-09-27 22:46:56,Sales and Marketing,Namastu Enterprises,Mumbai,"₹ 15,000 - 20,000 /month",6 Months,2025-10-17,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)",Undergraduate,"Certificate, Flexible, Letter Of Recommendation, Mentorship","This Sales and Marketing internship is focused on marketing and growth, with work aligned to Effective Communication, English Proficiency (Spoken), and English Proficiency (Written). The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical,15000.0,20000.0,17500.0,6.0,"['effective communication', 'english proficiency (spoken)', 'english proficiency (written)']",Immediately,Immediately
2025WSHP0021,2025-09-27 23:03:58,Content Writing,Houzeo,Thane,"₹ 10,000 - 12,000 /month",3 Months,2025-10-03,"Blogging, Creative Writing, English Proficiency (Written), Written Communication",Undergraduate,"Certificate, Flexible","This Content Writing internship is focused on software and technology, with work aligned to Blogging, Creative Writing, English Proficiency (Written), and Written Communication. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical,10000.0,12000.0,11000.0,3.0,"['blogging', 'creative writing', 'english proficiency (written)', 'written communication']",Immediately,Immediately
2025WSHP0073,2025-09-27 23:18:52,Operations,Tisteps Private Limited,Chennai,"₹ 10,000 - 1,50,000 /month",3 Months,2025-10-23,"Analytical Thinking, Data Extraction, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Problem Solving",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Operations internship is focused on operations and supply chain, with work aligned to Analytical Thinking, Data Extraction, MS-Excel, MS-Office, MS-PowerPoint, and MS-Word. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical,10000.0,150000.0,80000.0,3.0,"['analytical thinking', 'data extraction', 'ms-excel', 'ms-office', 'ms-powerpoint', 'ms-word', 'problem solving']",Immediately,Immediately
2025WSHP0048,2025-09-27 21:05:17,Search Engine Optimization (SEO),The Monsha's,Delhi,"₹ 3,000 - 8,000 /month",6 Months,2025-10-25,Search Engine Optimization (SEO),Undergraduate,"Certificate, Letter Of Recommendation","This Search Engine Optimization (SEO) internship is focused on marketing and growth, with work aligned to Search Engine Optimization (SEO). The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical,3000.0,8000.0,5500.0,6.0,['search engine optimization (seo)'],Immediately,Immediately
2025WSHP0007,2025-09-27 21:44:44,Telecalling,Raja Tyagi,Greater Noida,"₹ 5,000 - 8,000 /month",3 Months,2025-10-09,"English Proficiency (Spoken), English Proficiency (Written)",Postgraduate & Undergraduate,"Certificate, Flexible","This Telecalling internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken) and English Proficiency (Written). The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Non-Technical,5000.0,8000.0,6500.0,3.0,"['english proficiency (spoken)', 'english proficiency (written)']",Immediately,Immediately
2025WSHP0012,2025-09-27 22:17:57,Field Sales,Swayam Infinty Private Limited,Hyderabad,"₹ 12,000 - 25,000 /month",2 Months,2025-10-08,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Telugu Proficiency (Spoken)",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Field Sales internship is focused on sales and business development, with work aligned to Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), and Telugu Proficiency (Spoken). The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,On-site,Non-Technical,12000.0,25000.0,18500.0,2.0,"['effective communication', 'english proficiency (spoken)', 'english proficiency (written)', 'hindi proficiency (spoken)', 'telugu proficiency (spoken)']",Immediately,Immediately
2025WSHP0156,2025-09-27 22:19:45,Inside Sales,Swipe,Hyderabad,"₹ 15,000 - 20,000 /month",2 Months,,"Effective Communication, Interpersonal skills, Negotiations, Sales",Postgraduate & Undergraduate,"Certificate, Letter Of Recommendation","This Inside Sales internship is focused on sales and business development, with work aligned to Effective Communication, Interpersonal skills, Negotiations, and Sales. The role is based in Hyderabad and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,Hybrid,Non-Technical,15000.0,20000.0,17500.0,2.0,"['effective communication', 'interpersonal skills', 'negotiations', 'sales']",Immediately,Immediately
2025WSHP0147,2025-09-21 15:28:32,Law/Legal,Amanat Foundation,Remote,Unpaid,3 Months,2025-10-10,"Legal Drafting, Legal Research, Legal Writing, Statutory compliances",Undergraduate,"Certificate, Flexible, Letter Of Recommendation","This Law/Legal internship is focused on legal work, with work aligned to Legal Drafting, Legal Research, Legal Writing, and Statutory compliances. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Remote,Non-Technical,0.0,0.0,0.0,3.0,"['legal drafting', 'legal research', 'legal writing', 'statutory compliances']",Immediately,Immediately
2025WSHP0130,2025-09-21 15:16:48,Campus Ambassador,Edculcate India Private Limited,Remote,,2 Months,2025-10-15,"Community Management, Digital Marketing, Effective Communication, Event Management, Interpersonal skills, Social Media Marketing",Postgraduate & Undergraduate,"Certificate, Flexible","This Campus Ambassador internship is focused on professional work in the listed internship domain, with work aligned to Community Management, Digital Marketing, Effective Communication, Event Management, Interpersonal skills, and Social Media Marketing. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 2 Months.",,,Remote,Non-Technical,,,,2.0,"['community management', 'digital marketing', 'effective communication', 'event management', 'interpersonal skills', 'social media marketing']",Immediately,Immediately
2025WSHP0077,2025-09-27 22:52:02,sales,Moonstone Hammock,Thane,"₹ 10,000 - 15,000 /month",3 Months,2025-10-12,Client Relationship Management (CRM),Undergraduate,,"This sales internship is focused on sales and business development, with work aligned to Client Relationship Management (CRM). The role is based in Thane and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Non-Technical,10000.0,15000.0,12500.0,3.0,['client relationship management (crm)'],Immediately,Immediately
2025WSHP0022,2025-09-27 22:25:20,Customer Service/Customer Support,Vamaship,Thane,"₹ 10,000 - 10,001 /month",6 Months,2025-10-27,"E-commerce, Effective Communication, Interpersonal skills, Key Account Management, Logistics Management, MS-Excel",Postgraduate,Letter Of Recommendation,"This Customer Service/Customer Support internship is focused on customer-facing and support work, with work aligned to E-commerce, Effective Communication, Interpersonal skills, Key Account Management, Logistics Management, and MS-Excel. The role is based in Thane and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical,10000.0,10001.0,10000.5,6.0,"['e-commerce', 'effective communication', 'interpersonal skills', 'key account management', 'logistics management', 'ms-excel']",Immediately,Immediately
2025WSHP0358,2025-09-21 15:28:37,Corporate Sales,BOXIFIED Enterprises,Remote,"₹ 12,000 - 22,000 /month",3 Months,2025-10-10,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible","This Corporate Sales internship is focused on sales and business development, with work aligned to Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and MS-Office. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Remote,Non-Technical,12000.0,22000.0,17000.0,3.0,"['email marketing', 'english proficiency (spoken)', 'english proficiency (written)', 'ms-excel', 'ms-office']",Immediately,Immediately
2025WSHP0123,2025-09-21 14:52:57,Recruitment,Bajrangi Welfare Federation,Remote,Unpaid,4 Months,2025-10-19,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Recruitment internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and MS-Office. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 4 Months.",,,Remote,Non-Technical,0.0,0.0,0.0,4.0,"['english proficiency (spoken)', 'english proficiency (written)', 'ms-excel', 'ms-office']",Immediately,Immediately
2025WSHP0076,2025-09-27 21:09:20,Event Management,Aawas Yojana,Dehradun,"₹ 10,000 - 31,000 /month",6 Months,2025-10-31,"English Proficiency (Spoken), English Proficiency (Written)",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Event Management internship is focused on professional work in the listed internship domain, with work aligned to English Proficiency (Spoken) and English Proficiency (Written). The role is based in Dehradun and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical,10000.0,31000.0,20500.0,6.0,"['english proficiency (spoken)', 'english proficiency (written)']",Immediately,Immediately
2025WSHP0052,2025-09-27 23:07:10,Influencer Marketing,Kinetic Management,Mumbai,"₹ 5,000 - 12,000 /month",6 Months,2025-10-01,"Effective Communication, MS-Excel, MS-PowerPoint, Presentation skills, Research and Analytics",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Influencer Marketing internship is focused on marketing and growth, with work aligned to Effective Communication, MS-Excel, MS-PowerPoint, Presentation skills, and Research and Analytics. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,On-site,Non-Technical,5000.0,12000.0,8500.0,6.0,"['effective communication', 'ms-excel', 'ms-powerpoint', 'presentation skills', 'research and analytics']",Immediately,Immediately
2025WSHP0306,2025-09-27 21:23:51,Talent Acquisition,Zypp Electric,Gurgaon,"₹ 10,000 - 12,000 /month",4 Months,2025-10-17,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel",Undergraduate,"Certificate, 5 Days A Week","This Talent Acquisition internship is focused on software and technology, with work aligned to English Proficiency (Spoken), English Proficiency (Written), and MS-Excel. The role is based in Gurgaon and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 4 Months.",,,Hybrid,Non-Technical,10000.0,12000.0,11000.0,4.0,"['english proficiency (spoken)', 'english proficiency (written)', 'ms-excel']",Immediately,Immediately
2025WSHP0771,2025-09-27 21:04:06,Data Entry,Essential Services Outsource,Delhi,"₹ 5,000 - 8,000 /month",6 Months,2025-10-25,"Content Editing, E-commerce, MS-Excel, Photography",Postgraduate & Undergraduate,Letter Of Recommendation,"This Data Entry internship is focused on data and analytics, with work aligned to Content Editing, E-commerce, MS-Excel, and Photography. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 6 Months.",,,Hybrid,Non-Technical,5000.0,8000.0,6500.0,6.0,"['content editing', 'e-commerce', 'ms-excel', 'photography']",Immediately,Immediately
2025WSHP0222,2025-09-21 16:00:29,Lead Generation,Get Structured Consulting Services OPC Private Limited,Remote,"₹ 8,000 - 10,000 /month",4 Months,,"Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, Marketing Campaigns, Marketing Strategy",Postgraduate,"Certificate, 5 Days A Week","This Lead Generation internship is focused on professional work in the listed internship domain, with work aligned to Business Management, Business Research, Content Marketing, Email Marketing, Market Analysis, and Marketing Campaigns. The role is based in Work from home and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 4 Months.",,,Remote,Non-Technical,8000.0,10000.0,9000.0,4.0,"['business management', 'business research', 'content marketing', 'email marketing', 'market analysis', 'marketing campaigns', 'marketing strategy']",Immediately,Immediately
2025WSHP0603,2025-09-27 22:39:04,Media & Public Relations (PR),Veritas Reputation PR Private Limited,Mumbai,"₹ 5,000 - 10,000 /month",2 Months,2025-10-22,"Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Public Relations, Social Media Marketing",Postgraduate,"Certificate, 5 Days A Week","This Media & Public Relations (PR) internship is focused on professional work in the listed internship domain, with work aligned to Content Writing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, and Public Relations. The role is based in Mumbai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months.",,,On-site,Non-Technical,5000.0,10000.0,7500.0,2.0,"['content writing', 'creative writing', 'english proficiency (spoken)', 'english proficiency (written)', 'ms-excel', 'public relations', 'social media marketing']",Immediately,Immediately
2025WSHP0202,2025-09-27 21:47:17,Market Research,Suspol Technologies Private Limited,Greater Noida,"₹ 7,000 - 10,000 /month",3 Months,2025-10-08,"Canva, English Proficiency (Spoken), English Proficiency (Written), MS-Office",Postgraduate & Undergraduate,"Certificate, Flexible, Letter Of Recommendation, 5 Days A Week","This Market Research internship is focused on research and analytical work, with work aligned to Canva, English Proficiency (Spoken), English Proficiency (Written), and MS-Office. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Postgraduate & Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Research,7000.0,10000.0,8500.0,3.0,"['canva', 'english proficiency (spoken)', 'english proficiency (written)', 'ms-office']",Immediately,Immediately
2025WSHP1518,2025-09-27 20:54:31,Business Research,SCDND ESTATES PRIVATE LIMITED,Greater Noida,"₹ 9,000 - 13,000 /month",3 Months,2025-10-18,"English Proficiency (Spoken), English Proficiency (Written), Generative AI Tools, Market Analysis, MS-Office",Undergraduate,"Certificate, Letter Of Recommendation, 5 Days A Week","This Business Research internship is focused on research and analytical work, with work aligned to English Proficiency (Spoken), English Proficiency (Written), Generative AI Tools, Market Analysis, and MS-Office. The role is based in Greater Noida and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,On-site,Research,9000.0,13000.0,11000.0,3.0,"['english proficiency (spoken)', 'english proficiency (written)', 'generative ai tools', 'market analysis', 'ms-office']",Immediately,Immediately
2025WSHP0769,2025-09-27 21:11:47,Research & Insights,Caarya,Chennai,"₹ 7,000 - 15,000 /month",2 Months,2025-10-22,"Attention to Detail, Email Management, Google Sheets, Lead Generation, MS-Excel, Research and Analytics, Sales Strategy",Postgraduate,"Certificate, Flexible, Letter Of Recommendation","This Research & Insights internship is focused on research and analytical work, with work aligned to Attention to Detail, Email Management, Google Sheets, Lead Generation, MS-Excel, and Research and Analytics. The role is based in Chennai and is suitable for candidates meeting the stated eligibility of Postgraduate. It is listed to start Immediately and run for 2 Months.",,,On-site,Research,7000.0,15000.0,11000.0,2.0,"['attention to detail', 'email management', 'google sheets', 'lead generation', 'ms-excel', 'research and analytics', 'sales strategy']",Immediately,Immediately
2025WSHP3928,2025-09-27 21:06:39,Legal Research,Janus Law Associates,Delhi,"₹ 2,500 /month",3 Months,2025-10-24,"Artificial intelligence, Computer skills, English Proficiency (Spoken), English Proficiency (Written), MS-Word",Undergraduate,"Certificate, Flexible","This Legal Research internship is focused on research and analytical work, with work aligned to Artificial intelligence, Computer skills, English Proficiency (Spoken), English Proficiency (Written), and MS-Word. The role is based in Delhi and is suitable for candidates meeting the stated eligibility of Undergraduate. It is listed to start Immediately and run for 3 Months.",,,Hybrid,Research,2500.0,2500.0,2500.0,3.0,"['artificial intelligence', 'computer skills', 'english proficiency (spoken)', 'english proficiency (written)', 'ms-word']",Immediately,Immediately
